癌症診斷年,性別,縣市別,癌症別,年齡標準化發生率  WHO 2000世界標準人口 (每10萬人口) ,癌症發生數,平均年齡,年齡中位數,粗率 (每10萬人口)
1987,不分男女,台閩地區,其他神經系統,0.19,35,40.69,44,0.18
1987,不分男女,台北市,其他神經系統,0.17,5,29.6,28,0.19
1987,不分男女,台中市,其他神經系統,0.21,3,46,51,0.16
1987,不分男女,台南市,其他神經系統,0.13,2,61.5,61.5,0.12
1987,不分男女,高雄市,其他神經系統,0.09,2,43,43,0.08
1987,不分男女,基隆市,其他神經系統,0.57,2,36.5,36.5,0.57
1987,不分男女,新北市,其他神經系統,0.29,8,24.75,22.5,0.29
1987,不分男女,桃園市,其他神經系統,0.11,1,67,67,0.08
1987,不分男女,宜蘭縣,其他神經系統,0.24,1,56,56,0.22
1987,不分男女,苗栗縣,其他神經系統,0.63,3,67.33,68,0.55
1987,不分男女,彰化縣,其他神經系統,0.28,3,48.67,48,0.24
1987,不分男女,雲林縣,其他神經系統,0.37,3,25,18,0.39
1987,不分男女,屏東縣,其他神經系統,0.29,2,56,56,0.22
1987,男,台閩地區,其他神經系統,0.24,22,45.86,49.5,0.22
1987,男,台北市,其他神經系統,0.13,2,44,44,0.15
1987,男,台中市,其他神經系統,0.41,3,46,51,0.31
1987,男,高雄市,其他神經系統,0.07,1,38,38,0.08
1987,男,基隆市,其他神經系統,1.13,2,36.5,36.5,1.1
1987,男,新北市,其他神經系統,0.28,4,25.25,21,0.28
1987,男,桃園市,其他神經系統,0.17,1,67,67,0.15
1987,男,宜蘭縣,其他神經系統,0.42,1,56,56,0.43
1987,男,苗栗縣,其他神經系統,0.89,2,72,72,0.7
1987,男,彰化縣,其他神經系統,0.42,2,61,61,0.32
1987,男,雲林縣,其他神經系統,0.48,2,35,35,0.49
1987,男,屏東縣,其他神經系統,0.55,2,56,56,0.42
1987,女,台閩地區,其他神經系統,0.14,13,31.92,29,0.14
1987,女,台北市,其他神經系統,0.2,3,20,28,0.23
1987,女,台南市,其他神經系統,0.29,2,61.5,61.5,0.25
1987,女,高雄市,其他神經系統,0.11,1,48,48,0.09
1987,女,新北市,其他神經系統,0.29,4,24.25,26.5,0.29
1987,女,苗栗縣,其他神經系統,0.41,1,58,58,0.38
1987,女,彰化縣,其他神經系統,0.13,1,24,24,0.17
1987,女,雲林縣,其他神經系統,0.25,1,5,5,0.27
1988,不分男女,台閩地區,其他神經系統,0.19,33,41.42,49,0.17
1988,不分男女,台北市,其他神經系統,0.18,4,44.25,50.5,0.15
1988,不分男女,台中市,其他神經系統,0.25,4,44.5,41.5,0.21
1988,不分男女,台南市,其他神經系統,0.31,5,26.6,19,0.3
1988,不分男女,高雄市,其他神經系統,0.09,2,37.5,37.5,0.08
1988,不分男女,新竹市,其他神經系統,0.43,1,49,49,0.32
1988,不分男女,新北市,其他神經系統,0.48,11,37.18,47,0.38
1988,不分男女,苗栗縣,其他神經系統,0.39,2,66,66,0.37
1988,不分男女,彰化縣,其他神經系統,0.1,1,51,51,0.08
1988,不分男女,嘉義縣,其他神經系統,0.34,2,56,56,0.36
1988,不分男女,屏東縣,其他神經系統,0.13,1,51,51,0.11
1988,男,台閩地區,其他神經系統,0.09,9,41.44,49,0.09
1988,男,台北市,其他神經系統,0.07,1,63,63,0.07
1988,男,台南市,其他神經系統,0.21,2,33,33,0.23
1988,男,高雄市,其他神經系統,0.07,1,32,32,0.08
1988,男,新竹市,其他神經系統,0.89,1,49,49,0.61
1988,男,新北市,其他神經系統,0.27,3,34.67,49,0.2
1988,男,嘉義縣,其他神經系統,0.31,1,59,59,0.34
1988,女,台閩地區,其他神經系統,0.29,24,41.42,48,0.25
1988,女,台北市,其他神經系統,0.28,3,38,50,0.23
1988,女,台中市,其他神經系統,0.49,4,44.5,41.5,0.42
1988,女,台南市,其他神經系統,0.41,3,22.33,19,0.37
1988,女,高雄市,其他神經系統,0.11,1,43,43,0.08
1988,女,新北市,其他神經系統,0.71,8,38.13,38.5,0.57
1988,女,苗栗縣,其他神經系統,0.82,2,66,66,0.77
1988,女,彰化縣,其他神經系統,0.2,1,51,51,0.17
1988,女,嘉義縣,其他神經系統,0.37,1,53,53,0.38
1988,女,屏東縣,其他神經系統,0.28,1,51,51,0.24
1989,不分男女,台閩地區,其他神經系統,0.2,35,43.77,45,0.17
1989,不分男女,台北市,其他神經系統,0.22,6,44,39.5,0.22
1989,不分男女,台中市,其他神經系統,0.33,5,50.8,60,0.25
1989,不分男女,台南市,其他神經系統,0.37,6,38.67,36.5,0.35
1989,不分男女,高雄市,其他神經系統,0.18,4,36.5,40,0.16
1989,不分男女,新竹市,其他神經系統,0.45,1,51,51,0.31
1989,不分男女,嘉義市,其他神經系統,1.07,2,45,45,0.78
1989,不分男女,新北市,其他神經系統,0.07,2,35,35,0.07
1989,不分男女,桃園市,其他神經系統,0.06,1,28,28,0.08
1989,不分男女,彰化縣,其他神經系統,0.14,2,26,26,0.16
1989,不分男女,南投縣,其他神經系統,0.22,1,71,71,0.19
1989,不分男女,雲林縣,其他神經系統,0.14,1,54,54,0.13
1989,不分男女,屏東縣,其他神經系統,0.12,1,58,58,0.11
1989,不分男女,澎湖縣,其他神經系統,0.9,1,68,68,1.04
1989,不分男女,花蓮縣,其他神經系統,0.39,1,40,40,0.29
1989,不分男女,台東縣,其他神經系統,0.48,1,54,54,0.39
1989,男,台閩地區,其他神經系統,0.19,17,46.47,51,0.16
1989,男,台北市,其他神經系統,0.14,2,36,36,0.15
1989,男,台中市,其他神經系統,0.14,1,51,51,0.1
1989,男,台南市,其他神經系統,0.49,4,37,36.5,0.46
1989,男,高雄市,其他神經系統,0.16,2,64,64,0.16
1989,男,新竹市,其他神經系統,0.93,1,51,51,0.6
1989,男,嘉義市,其他神經系統,1.7,1,82,82,0.77
1989,男,新北市,其他神經系統,0.05,1,25,25,0.07
1989,男,桃園市,其他神經系統,0.12,1,28,28,0.14
1989,男,彰化縣,其他神經系統,0.13,1,29,29,0.16
1989,男,雲林縣,其他神經系統,0.26,1,54,54,0.25
1989,男,澎湖縣,其他神經系統,1.67,1,68,68,1.96
1989,男,台東縣,其他神經系統,0.95,1,54,54,0.71
1989,女,台閩地區,其他神經系統,0.21,18,41.22,42.5,0.18
1989,女,台北市,其他神經系統,0.31,4,48,40,0.3
1989,女,台中市,其他神經系統,0.56,4,50.75,61.5,0.41
1989,女,台南市,其他神經系統,0.26,2,42,42,0.25
1989,女,高雄市,其他神經系統,0.17,2,9,9,0.17
1989,女,嘉義市,其他神經系統,0.74,1,8,8,0.8
1989,女,新北市,其他神經系統,0.1,1,45,45,0.07
1989,女,彰化縣,其他神經系統,0.14,1,23,23,0.17
1989,女,南投縣,其他神經系統,0.44,1,71,71,0.39
1989,女,屏東縣,其他神經系統,0.26,1,58,58,0.24
1989,女,花蓮縣,其他神經系統,0.8,1,40,40,0.62
1990,不分男女,台閩地區,其他神經系統,0.18,33,46.73,52,0.16
1990,不分男女,台北市,其他神經系統,0.08,2,47,47,0.07
1990,不分男女,台中市,其他神經系統,0.14,2,54.5,54.5,0.1
1990,不分男女,台南市,其他神經系統,0.18,3,46.33,59,0.18
1990,不分男女,高雄市,其他神經系統,0.21,5,42,45,0.2
1990,不分男女,基隆市,其他神經系統,0.34,1,70,70,0.28
1990,不分男女,新竹市,其他神經系統,0.68,2,48,48,0.62
1990,不分男女,新北市,其他神經系統,0.17,4,54.75,63,0.13
1990,不分男女,新竹縣,其他神經系統,0.7,2,62.5,62.5,0.53
1990,不分男女,苗栗縣,其他神經系統,0.36,2,37.5,37.5,0.37
1990,不分男女,彰化縣,其他神經系統,0.2,2,61,61,0.16
1990,不分男女,南投縣,其他神經系統,0.17,1,30,30,0.19
1990,不分男女,雲林縣,其他神經系統,0.44,3,23,12,0.4
1990,不分男女,嘉義縣,其他神經系統,0.39,2,54,54,0.36
1990,不分男女,屏東縣,其他神經系統,0.2,2,38,38,0.22
1990,男,台閩地區,其他神經系統,0.21,20,44.8,48.5,0.19
1990,男,台北市,其他神經系統,0.07,1,41,41,0.07
1990,男,台中市,其他神經系統,0.14,1,51,51,0.1
1990,男,高雄市,其他神經系統,0.39,5,42,45,0.39
1990,男,基隆市,其他神經系統,0.59,1,70,70,0.55
1990,男,新竹市,其他神經系統,0.82,1,59,59,0.6
1990,男,新北市,其他神經系統,0.13,2,42,42,0.13
1990,男,新竹縣,其他神經系統,1.34,2,62.5,62.5,1.01
1990,男,苗栗縣,其他神經系統,0.69,2,37.5,37.5,0.7
1990,男,彰化縣,其他神經系統,0.18,1,52,52,0.16
1990,男,雲林縣,其他神經系統,0.52,2,10.5,10.5,0.51
1990,男,嘉義縣,其他神經系統,0.75,2,54,54,0.69
1990,女,台閩地區,其他神經系統,0.15,13,49.69,58,0.13
1990,女,台北市,其他神經系統,0.09,1,53,53,0.07
1990,女,台中市,其他神經系統,0.14,1,58,58,0.1
1990,女,台南市,其他神經系統,0.37,3,46.33,59,0.36
1990,女,新竹市,其他神經系統,0.54,1,37,37,0.64
1990,女,新北市,其他神經系統,0.23,2,67.5,67.5,0.13
1990,女,彰化縣,其他神經系統,0.19,1,70,70,0.17
1990,女,南投縣,其他神經系統,0.38,1,30,30,0.39
1990,女,雲林縣,其他神經系統,0.36,1,48,48,0.28
1990,女,屏東縣,其他神經系統,0.44,2,38,38,0.47
1991,不分男女,台閩地區,其他神經系統,0.23,44,48,53,0.21
1991,不分男女,台北市,其他神經系統,0.16,4,57,60,0.15
1991,不分男女,台中市,其他神經系統,0.46,9,38.56,42,0.44
1991,不分男女,台南市,其他神經系統,0.32,5,55.8,59,0.29
1991,不分男女,高雄市,其他神經系統,0.12,3,53.33,61,0.12
1991,不分男女,基隆市,其他神經系統,0.31,1,74,74,0.28
1991,不分男女,新竹市,其他神經系統,0.42,1,57,57,0.3
1991,不分男女,嘉義市,其他神經系統,0.4,1,44,44,0.39
1991,不分男女,新北市,其他神經系統,0.25,6,53.5,51.5,0.19
1991,不分男女,桃園市,其他神經系統,0.11,1,75,75,0.07
1991,不分男女,宜蘭縣,其他神經系統,0.38,2,19,19,0.44
1991,不分男女,苗栗縣,其他神經系統,0.57,3,38.67,50,0.54
1991,不分男女,彰化縣,其他神經系統,0.08,1,7,7,0.08
1991,不分男女,南投縣,其他神經系統,0.4,2,67,67,0.37
1991,不分男女,雲林縣,其他神經系統,0.13,1,66,66,0.13
1991,不分男女,屏東縣,其他神經系統,0.45,4,41.5,43.5,0.45
1991,男,台閩地區,其他神經系統,0.25,25,46.2,50,0.23
1991,男,台中市,其他神經系統,0.54,5,42.2,43,0.47
1991,男,台南市,其他神經系統,0.23,2,36,36,0.22
1991,男,高雄市,其他神經系統,0.14,2,47.5,47.5,0.15
1991,男,基隆市,其他神經系統,0.54,1,74,74,0.54
1991,男,新北市,其他神經系統,0.39,5,55.2,58,0.31
1991,男,宜蘭縣,其他神經系統,0.33,1,27,27,0.42
1991,男,苗栗縣,其他神經系統,1.09,3,38.67,50,1.04
1991,男,彰化縣,其他神經系統,0.15,1,7,7,0.15
1991,男,南投縣,其他神經系統,0.37,1,57,57,0.35
1991,男,雲林縣,其他神經系統,0.26,1,66,66,0.25
1991,男,屏東縣,其他神經系統,0.64,3,51.33,51,0.64
1991,女,台閩地區,其他神經系統,0.22,19,50.37,56,0.19
1991,女,台北市,其他神經系統,0.34,4,57,60,0.3
1991,女,台中市,其他神經系統,0.41,4,34,27.5,0.4
1991,女,台南市,其他神經系統,0.4,3,69,67,0.36
1991,女,高雄市,其他神經系統,0.12,1,65,65,0.08
1991,女,新竹市,其他神經系統,0.84,1,57,57,0.63
1991,女,嘉義市,其他神經系統,0.8,1,44,44,0.79
1991,女,新北市,其他神經系統,0.09,1,45,45,0.07
1991,女,桃園市,其他神經系統,0.27,1,75,75,0.15
1991,女,宜蘭縣,其他神經系統,0.42,1,11,11,0.46
1991,女,南投縣,其他神經系統,0.41,1,77,77,0.39
1991,女,屏東縣,其他神經系統,0.21,1,12,12,0.23
1992,不分男女,台閩地區,其他神經系統,0.22,43,43.58,43,0.21
1992,不分男女,台北市,其他神經系統,0.11,3,48.33,47,0.11
1992,不分男女,台中市,其他神經系統,0.4,7,41.29,45,0.33
1992,不分男女,台南市,其他神經系統,0.28,5,34.8,36,0.29
1992,不分男女,高雄市,其他神經系統,0.18,4,56.5,58.5,0.16
1992,不分男女,新竹市,其他神經系統,1.24,4,43.25,41.5,1.2
1992,不分男女,新北市,其他神經系統,0.32,9,40,40,0.28
1992,不分男女,桃園市,其他神經系統,0.25,3,46.33,43,0.21
1992,不分男女,宜蘭縣,其他神經系統,0.21,1,69,69,0.22
1992,不分男女,苗栗縣,其他神經系統,0.27,1,48,48,0.18
1992,不分男女,彰化縣,其他神經系統,0.07,1,31,31,0.08
1992,不分男女,南投縣,其他神經系統,0.16,1,24,24,0.18
1992,不分男女,雲林縣,其他神經系統,0.12,1,67,67,0.13
1992,不分男女,嘉義縣,其他神經系統,0.16,1,74,74,0.18
1992,不分男女,屏東縣,其他神經系統,0.19,2,27.5,27.5,0.22
1992,男,台閩地區,其他神經系統,0.23,23,41.39,43,0.21
1992,男,台北市,其他神經系統,0.09,1,47,47,0.07
1992,男,台中市,其他神經系統,0.57,5,42.4,48,0.46
1992,男,台南市,其他神經系統,0.55,5,34.8,36,0.56
1992,男,新竹市,其他神經系統,1.33,2,62,62,1.16
1992,男,新北市,其他神經系統,0.22,3,39.67,51,0.19
1992,男,桃園市,其他神經系統,0.37,2,48.5,48.5,0.27
1992,男,宜蘭縣,其他神經系統,0.37,1,69,69,0.42
1992,男,彰化縣,其他神經系統,0.13,1,31,31,0.15
1992,男,南投縣,其他神經系統,0.31,1,24,24,0.35
1992,男,屏東縣,其他神經系統,0.36,2,27.5,27.5,0.42
1992,女,台閩地區,其他神經系統,0.21,20,46.1,43.5,0.2
1992,女,台北市,其他神經系統,0.14,2,49,49,0.15
1992,女,台中市,其他神經系統,0.22,2,38.5,38.5,0.19
1992,女,高雄市,其他神經系統,0.39,4,56.5,58.5,0.32
1992,女,新竹市,其他神經系統,1.09,2,24.5,24.5,1.25
1992,女,新北市,其他神經系統,0.41,6,40.17,39,0.39
1992,女,桃園市,其他神經系統,0.15,1,42,42,0.15
1992,女,苗栗縣,其他神經系統,0.57,1,48,48,0.38
1992,女,雲林縣,其他神經系統,0.23,1,67,67,0.28
1992,女,嘉義縣,其他神經系統,0.31,1,74,74,0.38
1993,不分男女,台閩地區,其他神經系統,0.28,57,46.65,51,0.27
1993,不分男女,台北市,其他神經系統,0.3,8,46.63,46.5,0.3
1993,不分男女,台中市,其他神經系統,0.11,2,62,62,0.09
1993,不分男女,台南市,其他神經系統,0.27,5,44.6,40,0.28
1993,不分男女,高雄市,其他神經系統,0.34,7,59,52,0.27
1993,不分男女,基隆市,其他神經系統,0.58,2,34.5,34.5,0.55
1993,不分男女,新竹市,其他神經系統,0.54,2,28.5,28.5,0.6
1993,不分男女,新北市,其他神經系統,0.4,11,43.73,50,0.34
1993,不分男女,桃園市,其他神經系統,0.4,5,45,50,0.35
1993,不分男女,苗栗縣,其他神經系統,0.17,1,72,72,0.18
1993,不分男女,彰化縣,其他神經系統,0.27,3,46.33,47,0.24
1993,不分男女,南投縣,其他神經系統,0.2,1,77,77,0.18
1993,不分男女,雲林縣,其他神經系統,0.23,2,47,47,0.26
1993,不分男女,嘉義縣,其他神經系統,0.13,1,60,60,0.18
1993,不分男女,屏東縣,其他神經系統,0.31,3,43,42,0.33
1993,不分男女,花蓮縣,其他神經系統,0.27,1,11,11,0.28
1993,不分男女,台東縣,其他神經系統,0.62,2,22,22,0.78
1993,男,台閩地區,其他神經系統,0.32,35,44.77,47,0.32
1993,男,台北市,其他神經系統,0.54,7,47.29,51,0.53
1993,男,台中市,其他神經系統,0.2,2,62,62,0.18
1993,男,台南市,其他神經系統,0.3,3,42.33,35,0.33
1993,男,高雄市,其他神經系統,0.12,1,77,77,0.08
1993,男,新竹市,其他神經系統,1.05,2,28.5,28.5,1.15
1993,男,新北市,其他神經系統,0.61,9,37.22,38,0.55
1993,男,桃園市,其他神經系統,0.21,2,49,49,0.27
1993,男,苗栗縣,其他神經系統,0.34,1,72,72,0.34
1993,男,彰化縣,其他神經系統,0.35,2,40.5,40.5,0.3
1993,男,雲林縣,其他神經系統,0.43,2,47,47,0.5
1993,男,嘉義縣,其他神經系統,0.26,1,60,60,0.34
1993,男,屏東縣,其他神經系統,0.38,2,43.5,43.5,0.42
1993,男,台東縣,其他神經系統,0.58,1,24,24,0.72
1993,女,台閩地區,其他神經系統,0.24,22,49.64,52,0.22
1993,女,台北市,其他神經系統,0.05,1,42,42,0.08
1993,女,台南市,其他神經系統,0.24,2,48,48,0.23
1993,女,高雄市,其他神經系統,0.59,6,56,52,0.48
1993,女,基隆市,其他神經系統,1.31,2,34.5,34.5,1.14
1993,女,新北市,其他神經系統,0.2,2,73,73,0.13
1993,女,桃園市,其他神經系統,0.55,3,42.33,50,0.43
1993,女,彰化縣,其他神經系統,0.18,1,58,58,0.16
1993,女,南投縣,其他神經系統,0.38,1,77,77,0.38
1993,女,屏東縣,其他神經系統,0.23,1,42,42,0.23
1993,女,花蓮縣,其他神經系統,0.57,1,11,11,0.6
1993,女,台東縣,其他神經系統,0.67,1,20,20,0.86
1994,不分男女,台閩地區,其他神經系統,0.25,50,43.3,45.5,0.24
1994,不分男女,台北市,其他神經系統,0.43,12,44.75,37,0.45
1994,不分男女,台中市,其他神經系統,0.14,3,38.67,40,0.14
1994,不分男女,台南市,其他神經系統,0.43,7,51.86,53,0.4
1994,不分男女,高雄市,其他神經系統,0.25,6,32.67,38.5,0.23
1994,不分男女,新竹市,其他神經系統,1.66,5,17.4,8,1.48
1994,不分男女,嘉義市,其他神經系統,0.94,2,54,54,0.77
1994,不分男女,新北市,其他神經系統,0.35,10,44.9,46,0.31
1994,不分男女,桃園市,其他神經系統,0.1,1,49,49,0.07
1994,不分男女,苗栗縣,其他神經系統,0.15,1,66,66,0.18
1994,不分男女,彰化縣,其他神經系統,0.08,1,72,72,0.08
1994,不分男女,屏東縣,其他神經系統,0.1,1,68,68,0.11
1994,不分男女,花蓮縣,其他神經系統,0.34,1,54,54,0.28
1994,男,台閩地區,其他神經系統,0.29,28,43.46,46,0.26
1994,男,台北市,其他神經系統,0.39,6,51.17,56.5,0.45
1994,男,台中市,其他神經系統,0.2,2,44.5,44.5,0.18
1994,男,台南市,其他神經系統,0.59,4,56.75,60.5,0.44
1994,男,高雄市,其他神經系統,0.4,5,30,32,0.37
1994,男,新竹市,其他神經系統,2.63,4,21,13,2.29
1994,男,嘉義市,其他神經系統,1.94,2,54,54,1.51
1994,男,新北市,其他神經系統,0.27,4,45,46,0.24
1994,男,彰化縣,其他神經系統,0.17,1,72,72,0.15
1994,女,台閩地區,其他神經系統,0.23,22,43.09,44,0.21
1994,女,台北市,其他神經系統,0.47,6,38.33,31.5,0.45
1994,女,台中市,其他神經系統,0.08,1,27,27,0.09
1994,女,台南市,其他神經系統,0.31,3,45.33,42,0.35
1994,女,高雄市,其他神經系統,0.09,1,46,46,0.08
1994,女,新竹市,其他神經系統,0.67,1,3,3,0.61
1994,女,新北市,其他神經系統,0.45,6,44.83,46,0.38
1994,女,桃園市,其他神經系統,0.19,1,49,49,0.14
1994,女,苗栗縣,其他神經系統,0.32,1,66,66,0.38
1994,女,屏東縣,其他神經系統,0.22,1,68,68,0.23
1994,女,花蓮縣,其他神經系統,0.7,1,54,54,0.6
1995,不分男女,台閩地區,其他神經系統,0.2,40,52.28,53,0.19
1995,不分男女,台北市,其他神經系統,0.2,5,55.8,52,0.19
1995,不分男女,台中市,其他神經系統,0.23,4,52.75,62,0.18
1995,不分男女,台南市,其他神經系統,0.13,2,33,33,0.11
1995,不分男女,高雄市,其他神經系統,0.17,4,51.5,49,0.15
1995,不分男女,嘉義市,其他神經系統,1.24,3,63.33,67,1.15
1995,不分男女,新北市,其他神經系統,0.43,12,50.17,48,0.36
1995,不分男女,桃園市,其他神經系統,0.09,1,75,75,0.07
1995,不分男女,苗栗縣,其他神經系統,0.34,2,66.5,66.5,0.36
1995,不分男女,彰化縣,其他神經系統,0.07,1,43,43,0.08
1995,不分男女,雲林縣,其他神經系統,0.38,3,50.33,53,0.4
1995,不分男女,嘉義縣,其他神經系統,0.33,2,34,34,0.35
1995,不分男女,屏東縣,其他神經系統,0.09,1,67,67,0.11
1995,男,台閩地區,其他神經系統,0.14,15,52.13,53,0.14
1995,男,台北市,其他神經系統,0.1,1,52,52,0.08
1995,男,台中市,其他神經系統,0.09,1,6,6,0.09
1995,男,嘉義市,其他神經系統,1.7,2,60,60,1.51
1995,男,新北市,其他神經系統,0.38,6,47.83,46.5,0.36
1995,男,苗栗縣,其他神經系統,0.31,1,74,74,0.34
1995,男,彰化縣,其他神經系統,0.14,1,43,43,0.15
1995,男,雲林縣,其他神經系統,0.21,1,67,67,0.25
1995,男,嘉義縣,其他神經系統,0.25,1,66,66,0.33
1995,男,屏東縣,其他神經系統,0.17,1,67,67,0.21
1995,女,台閩地區,其他神經系統,0.27,25,52.36,53,0.24
1995,女,台北市,其他神經系統,0.31,4,56.75,59,0.3
1995,女,台中市,其他神經系統,0.38,3,68.33,69,0.27
1995,女,台南市,其他神經系統,0.26,2,33,33,0.23
1995,女,高雄市,其他神經系統,0.35,4,51.5,49,0.31
1995,女,嘉義市,其他神經系統,0.82,1,70,70,0.77
1995,女,新北市,其他神經系統,0.48,6,52.5,48,0.37
1995,女,桃園市,其他神經系統,0.23,1,75,75,0.14
1995,女,苗栗縣,其他神經系統,0.38,1,59,59,0.38
1995,女,雲林縣,其他神經系統,0.62,2,42,42,0.56
1995,女,嘉義縣,其他神經系統,0.41,1,2,2,0.37
1996,不分男女,台閩地區,其他神經系統,0.2,40,43.2,48.5,0.19
1996,不分男女,台北市,其他神經系統,0.24,6,49.33,49,0.23
1996,不分男女,台中市,其他神經系統,0.12,3,36.33,41,0.13
1996,不分男女,台南市,其他神經系統,0.22,4,25,14,0.22
1996,不分男女,高雄市,其他神經系統,0.28,7,40.29,46,0.26
1996,不分男女,新竹市,其他神經系統,0.38,1,55,55,0.29
1996,不分男女,新北市,其他神經系統,0.15,5,31.6,27,0.15
1996,不分男女,桃園市,其他神經系統,0.09,1,83,83,0.06
1996,不分男女,新竹縣,其他神經系統,0.48,2,30.5,30.5,0.48
1996,不分男女,宜蘭縣,其他神經系統,0.74,3,47.33,49,0.64
1996,不分男女,彰化縣,其他神經系統,0.07,1,63,63,0.08
1996,不分男女,南投縣,其他神經系統,0.17,1,75,75,0.18
1996,不分男女,雲林縣,其他神經系統,0.14,1,49,49,0.13
1996,不分男女,嘉義縣,其他神經系統,0.18,1,15,15,0.18
1996,不分男女,屏東縣,其他神經系統,0.26,2,54,54,0.22
1996,不分男女,花蓮縣,其他神經系統,0.28,1,63,63,0.28
1996,不分男女,台東縣,其他神經系統,0.3,1,69,69,0.39
1996,男,台閩地區,其他神經系統,0.14,15,48,49,0.14
1996,男,台北市,其他神經系統,0.14,2,38.5,38.5,0.15
1996,男,台中市,其他神經系統,0.09,1,49,49,0.09
1996,男,台南市,其他神經系統,0.22,2,36,36,0.22
1996,男,高雄市,其他神經系統,0.14,2,47,47,0.15
1996,男,新竹市,其他神經系統,0.8,1,55,55,0.56
1996,男,新北市,其他神經系統,0.12,2,48.5,48.5,0.12
1996,男,桃園市,其他神經系統,0.16,1,83,83,0.12
1996,男,宜蘭縣,其他神經系統,0.87,2,44,44,0.83
1996,男,雲林縣,其他神經系統,0.26,1,49,49,0.25
1996,男,屏東縣,其他神經系統,0.22,1,56,56,0.21
1996,女,台閩地區,其他神經系統,0.26,25,40.32,41,0.24
1996,女,台北市,其他神經系統,0.33,4,54.75,50,0.31
1996,女,台中市,其他神經系統,0.15,2,30,30,0.18
1996,女,台南市,其他神經系統,0.23,2,14,14,0.23
1996,女,高雄市,其他神經系統,0.42,5,37.6,38,0.39
1996,女,新北市,其他神經系統,0.18,3,20.33,22,0.18
1996,女,新竹縣,其他神經系統,0.99,2,30.5,30.5,1.02
1996,女,宜蘭縣,其他神經系統,0.59,1,54,54,0.45
1996,女,彰化縣,其他神經系統,0.15,1,63,63,0.16
1996,女,南投縣,其他神經系統,0.33,1,75,75,0.38
1996,女,嘉義縣,其他神經系統,0.36,1,15,15,0.37
1996,女,屏東縣,其他神經系統,0.3,1,52,52,0.23
1996,女,花蓮縣,其他神經系統,0.58,1,63,63,0.6
1996,女,台東縣,其他神經系統,0.73,1,69,69,0.86
1997,不分男女,台閩地區,其他神經系統,0.23,49,39.51,37,0.23
1997,不分男女,台北市,其他神經系統,0.19,5,51.4,51,0.19
1997,不分男女,台中市,其他神經系統,0.06,1,63,63,0.04
1997,不分男女,台南市,其他神經系統,0.25,4,39,42.5,0.22
1997,不分男女,高雄市,其他神經系統,0.23,6,20.33,25,0.23
1997,不分男女,基隆市,其他神經系統,0.65,2,38.5,38.5,0.53
1997,不分男女,嘉義市,其他神經系統,0.57,1,85,85,0.38
1997,不分男女,新北市,其他神經系統,0.4,12,45.17,51,0.35
1997,不分男女,桃園市,其他神經系統,0.25,4,36.75,38,0.25
1997,不分男女,新竹縣,其他神經系統,0.27,1,12,12,0.24
1997,不分男女,宜蘭縣,其他神經系統,0.19,1,37,37,0.21
1997,不分男女,苗栗縣,其他神經系統,0.16,1,36,36,0.18
1997,不分男女,南投縣,其他神經系統,0.52,3,51.33,56,0.55
1997,不分男女,雲林縣,其他神經系統,0.48,4,39.5,34,0.53
1997,不分男女,嘉義縣,其他神經系統,0.16,1,27,27,0.18
1997,不分男女,屏東縣,其他神經系統,0.23,2,25,25,0.22
1997,不分男女,台東縣,其他神經系統,0.49,1,13,13,0.4
1997,男,台閩地區,其他神經系統,0.25,26,31.38,27,0.23
1997,男,台北市,其他神經系統,0.22,3,45.33,48,0.23
1997,男,台中市,其他神經系統,0.11,1,63,63,0.08
1997,男,台南市,其他神經系統,0.25,2,35.5,35.5,0.21
1997,男,高雄市,其他神經系統,0.22,3,18.33,27,0.22
1997,男,基隆市,其他神經系統,1.29,2,38.5,38.5,1.02
1997,男,新北市,其他神經系統,0.33,5,33.8,16,0.29
1997,男,桃園市,其他神經系統,0.33,3,26.33,8,0.36
1997,男,新竹縣,其他神經系統,0.53,1,12,12,0.45
1997,男,宜蘭縣,其他神經系統,0.37,1,37,37,0.41
1997,男,苗栗縣,其他神經系統,0.29,1,36,36,0.34
1997,男,雲林縣,其他神經系統,0.21,1,30,30,0.25
1997,男,嘉義縣,其他神經系統,0.3,1,27,27,0.33
1997,男,屏東縣,其他神經系統,0.25,1,11,11,0.21
1997,男,台東縣,其他神經系統,0.95,1,13,13,0.73
1997,女,台閩地區,其他神經系統,0.22,23,48.7,52,0.22
1997,女,台北市,其他神經系統,0.17,2,60.5,60.5,0.15
1997,女,台南市,其他神經系統,0.25,2,42.5,42.5,0.23
1997,女,高雄市,其他神經系統,0.23,3,22.33,23,0.23
1997,女,嘉義市,其他神經系統,0.93,1,85,85,0.77
1997,女,新北市,其他神經系統,0.49,7,53.29,63,0.41
1997,女,桃園市,其他神經系統,0.19,1,68,68,0.13
1997,女,南投縣,其他神經系統,1.05,3,51.33,56,1.15
1997,女,雲林縣,其他神經系統,0.81,3,42.67,34,0.85
1997,女,屏東縣,其他神經系統,0.21,1,39,39,0.23
1998,不分男女,台閩地區,其他神經系統,0.27,60,47.48,45.5,0.27
1998,不分男女,台北市,其他神經系統,0.34,10,52.7,57.5,0.38
1998,不分男女,台中市,其他神經系統,0.41,8,52.63,54,0.34
1998,不分男女,台南市,其他神經系統,0.1,2,54,54,0.11
1998,不分男女,高雄市,其他神經系統,0.12,3,33.67,31,0.11
